R,G,B,RÓTULO,GRUPO
43,175,70,harmonico,1204
247,131,203,harmonico,1205
244,131,210,harmonico,1205
236,130,200,harmonico,1205
254,146,37,harmonico,1206
255,155,32,harmonico,1206
244,141,30,harmonico,1206
199,156,197,harmonico,1207
194,152,198,harmonico,1207
198,156,198,harmonico,1207
70,110,132,harmonico,1208
75,119,130,harmonico,1208
71,100,113,harmonico,1208
37,196,68,harmonico,1209
42,186,68,harmonico,1209
28,197,74,harmonico,1209
242,174,7,harmonico,1210
248,168,10,harmonico,1210
228,173,3,harmonico,1210
48,66,64,harmonico,1211
44,57,70,harmonico,1211
61,47,61,harmonico,1211
193,36,79,harmonico,1212
199,28,69,harmonico,1212
180,22,96,harmonico,1212
184,143,223,harmonico,1213
192,137,218,harmonico,1213
178,131,236,harmonico,1213
173,144,251,harmonico,1214
169,140,255,harmonico,1214
160,130,238,harmonico,1214
4,95,140,harmonico,1215
5,87,142,harmonico,1215
-9,78,126,harmonico,1215
26,67,11,harmonico,1216
31,58,19,harmonico,1216
11,52,12,harmonico,1216
154,169,51,harmonico,1217
151,160,52,harmonico,1217
137,154,43,harmonico,1217
245,82,209,harmonico,1218
238,86,206,harmonico,1218
251,97,205,harmonico,1218
92,111,36,harmonico,1219
82,101,38,harmonico,1219
82,100,30,harmonico,1219
245,36,227,harmonico,1220
239,33,226,harmonico,1220
247,56,210,harmonico,1220
118,121,54,harmonico,1221
123,114,50,harmonico,1221
98,113,50,harmonico,1221
95,14,118,harmonico,1222
95,11,127,harmonico,1222
94,6,135,harmonico,1222
207,149,136,harmonico,1223
214,141,135,harmonico,1223
195,164,123,harmonico,1223
192,231,255,harmonico,1224
197,235,254,harmonico,1224
190,211,255,harmonico,1224
33,211,128,harmonico,1225
25,217,130,harmonico,1225
26,193,134,harmonico,1225
247,159,170,harmonico,1226
242,152,162,harmonico,1226
255,140,174,harmonico,1226
238,59,211,harmonico,1227
233,60,203,harmonico,1227
239,57,230,harmonico,1227
244,77,242,harmonico,1228
247,74,247,harmonico,1228
240,86,235,harmonico,1228
153,165,94,harmonico,1229
151,168,98,harmonico,1229
144,175,91,harmonico,1229
75,225,203,harmonico,1230
74,234,207,harmonico,1230
63,205,190,harmonico,1230
79,222,127,harmonico,1231
70,216,124,harmonico,1231
98,230,122,harmonico,1231
4,138,237,harmonico,1232
-4,148,240,harmonico,1232
18,156,218,harmonico,1232
197,45,51,harmonico,1233
191,49,49,harmonico,1233
186,25,37,harmonico,1233
162,14,189,harmonico,1234
165,10,180,harmonico,1234
159,21,186,harmonico,1234
127,74,67,harmonico,1235
131,69,76,harmonico,1235
118,60,79,harmonico,1235
157,57,196,harmonico,1236
160,63,191,harmonico,1236
162,38,194,harmonico,1236
177,26,48,harmonico,1237
179,21,41,harmonico,1237
166,22,36,harmonico,1237
15,8,28,harmonico,1238
25,1,37,harmonico,1238
0,1,31,harmonico,1238
197,126,17,harmonico,1239
193,116,11,harmonico,1239
193,143,14,harmonico,1239
68,251,92,harmonico,1240
61,244,87,harmonico,1240
66,255,72,harmonico,1240
200,34,199,harmonico,1241
202,39,204,harmonico,1241
213,29,215,harmonico,1241
222,48,60,harmonico,1242
214,43,51,harmonico,1242
207,61,66,harmonico,1242
102,21,197,harmonico,1243
98,14,187,harmonico,1243
92,24,183,harmonico,1243
155,1,33,harmonico,1244
155,-1,34,harmonico,1244
135,17,32,harmonico,1244
181,215,63,harmonico,1245
188,223,71,harmonico,1245
184,229,46,harmonico,1245
184,98,52,harmonico,1246
185,108,44,harmonico,1246
190,86,39,harmonico,1246
206,186,52,harmonico,1247
209,182,50,harmonico,1247
190,203,34,harmonico,1247
187,105,190,harmonico,1248
177,100,187,harmonico,1248
176,118,177,harmonico,1248
28,190,235,harmonico,1249
28,199,225,harmonico,1249
20,199,241,harmonico,1249
82,0,100,harmonico,1250
91,6,94,harmonico,1250
92,17,108,harmonico,1250
132,118,122,harmonico,1251
138,109,121,harmonico,1251
150,132,102,harmonico,1251
252,165,60,harmonico,1252
255,165,62,harmonico,1252
252,160,67,harmonico,1252
145,128,23,harmonico,1253
136,121,26,harmonico,1253
148,146,9,harmonico,1253
182,19,175,harmonico,1254
191,16,166,harmonico,1254
177,11,175,harmonico,1254
197,92,204,harmonico,1255
196,99,208,harmonico,1255
195,81,188,harmonico,1255
84,108,67,harmonico,1256
88,101,72,harmonico,1256
93,99,76,harmonico,1256
26,116,116,harmonico,1257
28,111,121,harmonico,1257
34,102,102,harmonico,1257
67,75,64,harmonico,1258
72,65,65,harmonico,1258
64,59,64,harmonico,1258
46,227,35,harmonico,1259
44,236,38,harmonico,1259
37,242,22,harmonico,1259
147,212,67,harmonico,1260
146,210,74,harmonico,1260
129,211,79,harmonico,1260
245,242,17,harmonico,1261
255,238,20,harmonico,1261
251,255,35,harmonico,1261
110,62,0,harmonico,1262
110,55,9,harmonico,1262
129,49,2,harmonico,1262
201,82,119,harmonico,1263
206,77,115,harmonico,1263
182,78,133,harmonico,1263
29,140,100,harmonico,1264
19,131,95,harmonico,1264
42,126,84,harmonico,1264
142,102,14,harmonico,1265
139,97,22,harmonico,1265
136,119,2,harmonico,1265
249,207,112,harmonico,1266
251,209,109,harmonico,1266
242,221,108,harmonico,1266
99,127,144,harmonico,1267
106,133,154,harmonico,1267
82,146,129,harmonico,1267
205,198,8,harmonico,1268
206,197,14,harmonico,1268
201,210,22,harmonico,1268
37,0,146,harmonico,1269
40,-7,144,harmonico,1269
37,-13,161,harmonico,1269
122,88,126,harmonico,1270
126,84,119,harmonico,1270
142,69,138,harmonico,1270
20,196,235,harmonico,1271
19,192,241,harmonico,1271
39,191,223,harmonico,1271
182,37,125,harmonico,1272
180,36,129,harmonico,1272
202,32,120,harmonico,1272
230,79,72,harmonico,1273
238,84,62,harmonico,1273
243,77,63,harmonico,1273
38,60,87,harmonico,1274
46,51,79,harmonico,1274
29,55,86,harmonico,1274
139,102,131,harmonico,1275
147,109,124,harmonico,1275
145,87,139,harmonico,1275
181,226,26,harmonico,1276
182,235,29,harmonico,1276
191,233,16,harmonico,1276
204,75,172,harmonico,1277
213,80,162,harmonico,1277
220,77,181,harmonico,1277
156,110,200,harmonico,1278
159,104,193,harmonico,1278
171,123,194,harmonico,1278
50,166,4,harmonico,1279
43,164,14,harmonico,1279
42,178,10,harmonico,1279
244,83,140,harmonico,1280
242,90,136,harmonico,1280
252,103,126,harmonico,1280
73,26,24,harmonico,1281
74,32,16,harmonico,1281
76,10,23,harmonico,1281
99,87,70,harmonico,1282
104,97,60,harmonico,1282
93,107,58,harmonico,1282
182,113,98,harmonico,1283
192,103,88,harmonico,1283
180,123,81,harmonico,1283
142,15,113,harmonico,1284
151,12,115,harmonico,1284
134,11,129,harmonico,1284
218,64,227,harmonico,1285
222,55,227,harmonico,1285
236,50,236,harmonico,1285
176,49,137,harmonico,1286
173,39,131,harmonico,1286
176,54,154,harmonico,1286
79,230,243,harmonico,1287
74,223,239,harmonico,1287
83,229,255,harmonico,1287
121,41,56,harmonico,1288
131,41,48,harmonico,1288
123,27,64,harmonico,1288
91,197,170,harmonico,1289
95,189,180,harmonico,1289
90,191,170,harmonico,1289
132,124,95,harmonico,1290
124,115,104,harmonico,1290
151,113,83,harmonico,1290
109,135,18,harmonico,1291
110,132,26,harmonico,1291
103,131,29,harmonico,1291
101,101,158,harmonico,1292
108,91,166,harmonico,1292
95,86,173,harmonico,1292
122,66,243,harmonico,1293
131,66,236,harmonico,1293
136,74,242,harmonico,1293
164,197,123,harmonico,1294
154,187,133,harmonico,1294
159,202,141,harmonico,1294
26,233,149,harmonico,1295
36,230,144,harmonico,1295
30,234,150,harmonico,1295
83,228,130,harmonico,1296
79,236,126,harmonico,1296
85,211,140,harmonico,1296
92,96,50,harmonico,1297
94,98,56,harmonico,1297
108,83,40,harmonico,1297
103,194,14,harmonico,1298
103,198,18,harmonico,1298
114,186,17,harmonico,1298
191,63,80,harmonico,1299
199,63,88,harmonico,1299
197,49,64,harmonico,1299
100,136,177,harmonico,1300
94,139,186,harmonico,1300
87,140,171,harmonico,1300
42,100,55,harmonico,1301
52,93,58,harmonico,1301
22,106,55,harmonico,1301
34,190,77,harmonico,1302
38,188,74,harmonico,1302
54,207,92,harmonico,1302
111,248,191,harmonico,1303
114,249,188,harmonico,1303
126,255,188,harmonico,1303
118,192,62,harmonico,1304
115,202,58,harmonico,1304
105,185,49,harmonico,1304
14,146,62,harmonico,1305
8,141,56,harmonico,1305
0,162,63,harmonico,1305
149,3,141,harmonico,1306
145,7,149,harmonico,1306
138,-17,126,harmonico,1306
85,51,112,harmonico,1307
89,59,114,harmonico,1307
80,52,125,harmonico,1307
242,127,81,harmonico,1308
251,134,80,harmonico,1308
254,142,74,harmonico,1308
217,0,209,harmonico,1309
214,10,209,harmonico,1309
230,-3,197,harmonico,1309
210,96,4,harmonico,1310
220,99,13,harmonico,1310
213,86,-12,harmonico,1310
192,77,211,harmonico,1311
194,81,205,harmonico,1311
203,82,195,harmonico,1311
25,159,215,harmonico,1312
28,150,225,harmonico,1312
6,144,212,harmonico,1312
14,108,0,harmonico,1313
18,105,1,harmonico,1313
0,112,5,harmonico,1313
226,174,121,harmonico,1314
223,179,114,harmonico,1314
229,194,139,harmonico,1314
71,118,236,harmonico,1315
69,112,235,harmonico,1315
67,107,255,harmonico,1315
62,135,96,harmonico,1316
52,129,100,harmonico,1316
64,135,85,harmonico,1316
31,197,252,harmonico,1317
22,188,255,harmonico,1317
42,210,255,harmonico,1317
190,252,61,harmonico,1318
192,247,70,harmonico,1318
202,255,80,harmonico,1318
159,102,189,harmonico,1319
151,98,191,harmonico,1319
153,112,187,harmonico,1319
154,83,111,harmonico,1320
153,80,116,harmonico,1320
174,93,92,harmonico,1320
118,240,194,harmonico,1321
116,233,186,harmonico,1321
116,244,177,harmonico,1321
207,60,106,harmonico,1322
216,59,97,harmonico,1322
216,51,95,harmonico,1322
134,10,0,harmonico,1323
140,17,1,harmonico,1323
123,-6,-12,harmonico,1323
87,73,243,harmonico,1324
79,76,235,harmonico,1324
97,62,245,harmonico,1324
22,92,62,harmonico,1325
29,82,63,harmonico,1325
35,98,82,harmonico,1325
212,200,159,harmonico,1326
213,200,158,harmonico,1326
216,189,149,harmonico,1326
78,107,93,harmonico,1327
72,110,97,harmonico,1327
68,98,86,harmonico,1327
4,232,97,harmonico,1328
3,239,96,harmonico,1328
-6,250,112,harmonico,1328
47,113,113,harmonico,1329
51,105,120,harmonico,1329
29,103,119,harmonico,1329
198,125,225,harmonico,1330
193,133,217,harmonico,1330
200,131,220,harmonico,1330
76,250,150,harmonico,1331
76,244,157,harmonico,1331
91,248,153,harmonico,1331
74,147,78,harmonico,1332
74,143,83,harmonico,1332
83,129,73,harmonico,1332
252,249,243,harmonico,1333
255,240,246,harmonico,1333
244,255,253,harmonico,1333
240,196,41,harmonico,1334
234,189,41,harmonico,1334
240,208,55,harmonico,1334
129,7,104,harmonico,1335
120,-3,102,harmonico,1335
129,20,120,harmonico,1335
85,175,133,harmonico,1336
87,168,141,harmonico,1336
100,163,118,harmonico,1336
82,209,3,harmonico,1337
79,211,7,harmonico,1337
77,216,19,harmonico,1337
133,33,246,harmonico,1338
136,42,249,harmonico,1338
117,38,248,harmonico,1338
136,104,186,harmonico,1339
138,104,194,harmonico,1339
147,85,202,harmonico,1339
55,73,130,harmonico,1340
60,80,136,harmonico,1340
42,69,148,harmonico,1340
197,142,17,harmonico,1341
194,133,8,harmonico,1341
189,141,9,harmonico,1341
59,241,81,harmonico,1342
62,237,74,harmonico,1342
56,255,87,harmonico,1342
25,201,116,harmonico,1343
19,195,106,harmonico,1343
44,214,98,harmonico,1343
214,226,246,harmonico,1344
213,229,238,harmonico,1344
207,241,254,harmonico,1344
86,191,242,harmonico,1345
76,188,234,harmonico,1345
102,201,255,harmonico,1345
44,69,137,harmonico,1346
52,78,141,harmonico,1346
38,83,156,harmonico,1346
9,79,140,harmonico,1347
5,75,145,harmonico,1347
29,59,141,harmonico,1347
8,95,155,harmonico,1348
16,95,161,harmonico,1348
13,89,169,harmonico,1348
35,21,90,harmonico,1349
38,15,91,harmonico,1349
54,1,71,harmonico,1349
100,166,44,harmonico,1350
93,159,39,harmonico,1350
88,181,35,harmonico,1350
214,42,206,harmonico,1351
222,35,202,harmonico,1351
208,29,199,harmonico,1351
43,142,22,harmonico,1352
34,134,15,harmonico,1352
38,135,13,harmonico,1352
29,255,158,harmonico,1353
37,254,167,harmonico,1353
47,253,139,harmonico,1353
152,173,158,harmonico,1354
147,164,165,harmonico,1354
169,172,152,harmonico,1354
75,128,60,harmonico,1355
82,123,66,harmonico,1355
68,110,72,harmonico,1355
122,31,208,harmonico,1356
121,37,199,harmonico,1356
115,23,196,harmonico,1356
109,133,61,harmonico,1357
117,127,66,harmonico,1357
119,127,73,harmonico,1357
95,20,177,harmonico,1358
102,17,169,harmonico,1358
95,32,168,harmonico,1358
95,1,193,harmonico,1359
92,-2,187,harmonico,1359
87,5,180,harmonico,1359
140,124,39,harmonico,1360
136,121,36,harmonico,1360
134,135,51,harmonico,1360
208,183,28,harmonico,1361
209,179,21,harmonico,1361
207,188,25,harmonico,1361
64,138,42,harmonico,1362
61,142,47,harmonico,1362
47,145,48,harmonico,1362
54,151,134,harmonico,1363
49,154,137,harmonico,1363
52,153,127,harmonico,1363
180,134,82,harmonico,1364
185,132,76,harmonico,1364
184,152,91,harmonico,1364
177,69,94,harmonico,1365
172,78,88,harmonico,1365
186,61,81,harmonico,1365
253,46,161,harmonico,1366
255,36,171,harmonico,1366
255,51,147,harmonico,1366
21,72,111,harmonico,1367
29,82,119,harmonico,1367
10,73,114,harmonico,1367
180,135,185,harmonico,1368
172,125,194,harmonico,1368
198,149,203,harmonico,1368
161,139,253,harmonico,1369
155,143,248,harmonico,1369
165,155,236,harmonico,1369
88,78,207,harmonico,1370
90,85,214,harmonico,1370
69,79,213,harmonico,1370
143,63,106,harmonico,1371
138,62,103,harmonico,1371
138,75,95,harmonico,1371
217,39,30,harmonico,1372
207,38,40,harmonico,1372
201,38,23,harmonico,1372
221,147,5,harmonico,1373
231,153,14,harmonico,1373
232,128,8,harmonico,1373
67,212,60,harmonico,1374
66,212,70,harmonico,1374
55,199,59,harmonico,1374
220,110,173,harmonico,1375
225,115,172,harmonico,1375
230,106,154,harmonico,1375
95,93,227,harmonico,1376
90,94,237,harmonico,1376
89,113,226,harmonico,1376
229,64,55,harmonico,1377
237,58,48,harmonico,1377
236,52,48,harmonico,1377
199,240,143,harmonico,1378
206,231,134,harmonico,1378
210,221,124,harmonico,1378
43,8,81,harmonico,1379
36,14,79,harmonico,1379
38,15,92,harmonico,1379
219,110,172,harmonico,1380
220,111,166,harmonico,1380
214,122,160,harmonico,1380
202,191,100,harmonico,1381
197,189,92,harmonico,1381
198,184,111,harmonico,1381
135,112,235,harmonico,1382
133,111,241,harmonico,1382
152,115,236,harmonico,1382
192,18,85,harmonico,1383
202,17,77,harmonico,1383
187,33,89,harmonico,1383
193,139,237,harmonico,1384
193,143,232,harmonico,1384
182,125,243,harmonico,1384
142,214,83,harmonico,1385
132,217,90,harmonico,1385
137,231,68,harmonico,1385
123,245,55,harmonico,1386
127,235,64,harmonico,1386
116,255,35,harmonico,1386
112,196,205,harmonico,1387
112,188,215,harmonico,1387
113,213,189,harmonico,1387
181,230,39,harmonico,1388
190,225,45,harmonico,1388
181,241,24,harmonico,1388
255,232,35,harmonico,1389
255,238,36,harmonico,1389
245,234,55,harmonico,1389
200,8,101,harmonico,1390
195,3,104,harmonico,1390
181,12,83,harmonico,1390
208,48,210,harmonico,1391
214,54,213,harmonico,1391
197,44,202,harmonico,1391
232,118,10,harmonico,1392
234,113,18,harmonico,1392
242,118,21,harmonico,1392
250,166,89,harmonico,1393
255,169,96,harmonico,1393
255,164,76,harmonico,1393
142,98,74,harmonico,1394
148,107,78,harmonico,1394
151,78,88,harmonico,1394
219,199,230,harmonico,1395
226,200,230,harmonico,1395
199,215,222,harmonico,1395
226,137,222,harmonico,1396
236,131,223,harmonico,1396
209,147,219,harmonico,1396
106,219,191,harmonico,1397
115,219,191,harmonico,1397
111,239,174,harmonico,1397
172,223,145,harmonico,1398
173,218,151,harmonico,1398
174,210,137,harmonico,1398
92,155,102,harmonico,1399
96,150,97,harmonico,1399
109,143,95,harmonico,1399
137,226,54,harmonico,1400
127,231,57,harmonico,1400
123,224,72,harmonico,1400
136,93,134,harmonico,1401
142,84,124,harmonico,1401
125,111,152,harmonico,1401
231,247,152,harmonico,1402
235,253,154,harmonico,1402
231,255,165,harmonico,1402
208,145,192,harmonico,1403
205,147,201,harmonico,1403
206,148,206,harmonico,1403
99,74,208,harmonico,1404
106,72,206,harmonico,1404
80,83,222,harmonico,1404
163,183,117,harmonico,1405
170,183,108,harmonico,1405
155,180,116,harmonico,1405
207,137,184,harmonico,1406
212,134,178,harmonico,1406
203,120,202,harmonico,1406
211,141,212,harmonico,1407
204,135,216,harmonico,1407
227,143,208,harmonico,1407
14,215,143,harmonico,1408
21,222,149,harmonico,1408
29,214,132,harmonico,1408
63,77,164,harmonico,1409
54,68,155,harmonico,1409
83,86,174,harmonico,1409
146,234,122,harmonico,1410
149,242,122,harmonico,1410
135,241,140,harmonico,1410
181,212,169,harmonico,1411
183,220,171,harmonico,1411
162,215,173,harmonico,1411
43,51,125,harmonico,1412
42,48,119,harmonico,1412
47,64,112,harmonico,1412
65,91,63,harmonico,1413
59,83,72,harmonico,1413
70,105,78,harmonico,1413
245,44,219,harmonico,1414
239,37,229,harmonico,1414
229,48,222,harmonico,1414
117,39,152,harmonico,1415
116,47,154,harmonico,1415
101,25,154,harmonico,1415
23,162,117,harmonico,1416
29,153,126,harmonico,1416
34,155,135,harmonico,1416
66,202,46,harmonico,1417
71,207,36,harmonico,1417
83,219,63,harmonico,1417
25,236,152,harmonico,1418
22,241,154,harmonico,1418
45,248,147,harmonico,1418
148,255,99,harmonico,1419
156,250,100,harmonico,1419
143,246,85,harmonico,1419
39,177,134,harmonico,1420
43,176,128,harmonico,1420
39,161,114,harmonico,1420
143,243,143,harmonico,1421
152,239,134,harmonico,1421
157,228,132,harmonico,1421
7,133,29,harmonico,1422
1,129,27,harmonico,1422
17,119,35,harmonico,1422
169,164,251,harmonico,1423
159,157,255,harmonico,1423
177,168,235,harmonico,1423
198,115,13,harmonico,1424
199,115,5,harmonico,1424
198,124,-3,harmonico,1424
189,55,22,harmonico,1425
193,63,30,harmonico,1425
198,52,36,harmonico,1425
164,80,16,harmonico,1426
170,90,7,harmonico,1426
148,68,27,harmonico,1426
78,229,220,harmonico,1427
84,219,222,harmonico,1427
94,209,214,harmonico,1427
93,162,199,harmonico,1428
95,161,192,harmonico,1428
89,166,217,harmonico,1428
206,166,21,harmonico,1429
211,158,28,harmonico,1429
207,186,3,harmonico,1429
246,122,237,harmonico,1430
238,122,245,harmonico,1430
233,115,250,harmonico,1430
64,30,181,harmonico,1431
71,36,172,harmonico,1431
44,31,171,harmonico,1431
64,175,27,harmonico,1432
62,180,18,harmonico,1432
82,180,37,harmonico,1432
231,68,252,harmonico,1433
237,69,250,harmonico,1433
232,68,255,harmonico,1433
253,1,239,harmonico,1434
244,-4,233,harmonico,1434
255,5,231,harmonico,1434
9,107,81,harmonico,1435
-1,113,81,harmonico,1435
5,104,68,harmonico,1435
164,234,171,harmonico,1436
162,234,170,harmonico,1436
175,244,156,harmonico,1436
121,202,144,harmonico,1437
124,201,136,harmonico,1437
118,199,151,harmonico,1437
154,88,187,harmonico,1438
161,95,184,harmonico,1438
169,99,200,harmonico,1438
67,89,118,harmonico,1439
67,97,118,harmonico,1439
62,72,123,harmonico,1439
152,6,52,harmonico,1440
142,1,62,harmonico,1440
152,0,70,harmonico,1440
60,121,97,harmonico,1441
64,124,92,harmonico,1441
59,103,104,harmonico,1441
59,146,88,harmonico,1442
64,137,92,harmonico,1442
53,135,97,harmonico,1442
138,134,235,harmonico,1443
146,132,229,harmonico,1443
119,132,239,harmonico,1443
246,90,189,harmonico,1444
249,82,181,harmonico,1444
246,75,177,harmonico,1444
186,51,230,harmonico,1445
189,42,235,harmonico,1445
181,62,242,harmonico,1445
148,242,70,harmonico,1446
148,244,74,harmonico,1446
130,255,69,harmonico,1446
105,130,92,harmonico,1447
108,125,83,harmonico,1447
90,142,89,harmonico,1447
235,142,87,harmonico,1448
233,143,83,harmonico,1448
217,148,90,harmonico,1448
189,72,85,harmonico,1449
197,75,95,harmonico,1449
191,73,83,harmonico,1449
22,191,66,harmonico,1450
26,192,59,harmonico,1450
4,172,56,harmonico,1450
197,61,190,harmonico,1451
192,66,187,harmonico,1451
210,48,200,harmonico,1451
